Chủ đề	câu 1	câu 2	điểm
Tin Tức	đài_truyền_hình vn chịu sự_quản_lý nhà_nước của bộ thông_tin và truyền_thông	bộ thông_tin và truyền_thông quản_lý đài_truyền_hình việt_nam	4
Tin Tức	megacar koeniggsegs jesko absolut được_dự_đoán sẽ vượt_qua kỷ_lục tốc_độ của bugatti chiron 300	kỷ_lục tốc_độ của bugatti chiron 300 có_thể bị phá_vỡ bởi siêu xe koeniggseg jesko_absolut	4
Lịch Sử	khi xưa nhà_lý cho đắp đê sông_hồng để phòng_ngừa lũ_lụt	nhân_dân đại_việt_thời vua_lý_nhân_tông hoàn_thành con đê sông_hồng đầu_tiên vào năm 1108	3
Lịch Sử	bác_hồ chính là người_cha già vĩ_đại đã dẫn_dắt dân_tộc việt_nam_ta bước_qua cảnh lầm_than đến_với tự_do và độc_lập	chủ_tịch hồ_chí_minh là người đã giải_phóng dân_tộc ta khỏi ách thống_trị của thực_dân xâm_lược	3
Du Lịch	chiến_dịch làm_sạch hồ_tây của thành_phố hà_nội_chính_thức bắt_đầu	hồ_tây là điểm đến lý_tưởng của các du_khách nước_ngoài	2
Tin Tức	đội_tuyển toán việt_nam đứng thứ trong cuộc_thi olympic toán quốc_tế	sau 19 năm đội_tuyển toán việt_nam có thí_sinh đạt_điểm tối_đa trong cuộc_thi toán olympic quốc_tế	2
Tin Tức	phạm_nhân triệu quân_sự lại trốn khỏi trại_giam	thụy_điển đóng_cửa bốn nhà_tù vì quá ít phạm_nhân	1
Tin Tức	hai đứa_trẻ lớn_lên nơi thành_thị khó mà quen được với cuộc_sống nông_thôn	tuổi_thơ của chị là chiến_tranh bom_đạn chết_chóc và hình_ảnh người mẹ còng lưng nhặt từng hạt thóc để nuôi bốn đứa con ăn_học	1
Tin Tức	cựu_thủ_tướng nhật_bản shinzo abe qua_đời	lạm_phát mỹ liên_tục tăng cao trong tháng	0
Tin Tức	trung_quốc tổ_chức cuộc tập_trận quanh đài_loan	hơn giờ sáng các sinh_viên đã đứng chờ đăng_ký nhập_học	0
Tin Tức	mũ_bảo_hiểm của shellios technolabs giúp người_lái_xe môtô bảo_vệ sức_khỏe khi tham_gia giao_thông trên những con_đường đầy_ắp khói bụi	giúp con_người tham_gia giao_thông trên con_đường đầy_ắp khói bụi là mũ bảo_hiểm của shellios_technolabs	4
Tin Tức	robot oceanonek của phòng_thí_nghiệm stanford robotics có_thể lặn sâu một kilomet để thu_hồi cổ_vật thám_hiểm xác tàu đắm và sửa_chữa công_trình dưới biển	phòng_thí_nghiệm stanfort robotics phát_minh_ra robot oceanonek có_thể lặn sâu một kilomet để thu_hồi cổ_vật thám_hiểm xác tàu đắm và sửa_chữa công_trình dưới biển	4
Khoa Học	khoa_học giúp con_người phát_triển về nhiều mặt của đời_sống	con_người có cuộc_sống tốt_hơn nhờ sự phát_triển của khoa_học	3
Khoa Học	ngày 20 1969 armstrong trở_thành người_đầu_tiên đặt_chân xuống mặt_trăng	người_đầu_tiên đặt_chân xuống mặt_trăng là armstrong	3
Khoa Học	những_hóa thạch càng cổ thì càng nằm sâu dưới các lớp đá	công_viên_hóa thạch khủng_long nằm tại tỉnh alberta của canada được ví_như một thánh_địa của loài khủng_long	2
Khoa Học	than_đá là khoáng_sản của việt_nam	than_đá tập chung nhiều nhất quang_ninh	2
Khoa Học	mặt_trăng xoay quanh trái_đất	trái_đất có 70 bề_mặt là nước	1
Khoa Học	vaccin covid là một phát_minh lớn giúp con_người thoát_khỏi sự_diệt_vong do covid gây ra	vaccine_pfizer bnt162b2 là một trong số những ứng_cử_viên hứa_hẹn nhất trong cuộc_đua sản_xuất vắc xin phòng đại_dịch covid 19	1
Tin Tức	phát_hiện trứng khủng_long chứa pha_lê tại trung_quốc	tiêm_vắc_xin phòng_chống cúm bắt_đầu_vào những năm 1930 với quy_mô lớn hoa_kỳ bắt_đầu vào năm 1945	0
Tin Tức	zuckerberg cho ra_đời facebook trong phòng ký_túc_xá của mình tại đại_học harvard vào ngày tháng năm 2004	vịnh_hạ_long là một vịnh_nhỏ thuộc phần bờ tây vịnh_bắc_bộ tại khu_vực biển đông_bắc việt_nam bao_gồm vùng_biển đảo của thành_phố_hạ_long thuộc tỉnh quảng_ninh	0
Văn Học	các tác_phẩm_văn_học thời_chiến thường phản_ảnh về những chế_độ phong_kiến man dợ	trong thời_chiến các chế_độ_phong_kiến man dợ được phản_ảnh qua nhiều tác_phẩm văn_học	4
Văn Học	văn_học sẽ không là gì cả nếu không vì cuộc_đời mà có	cuộc_đời là nơi_xuất_phát và cũng là nơi đi tới của văn_học	4
Văn Học	những nhà_văn có_lập_trường tư_tưởng khác_nhau thậm_chí đối_nghịch nhau vẫn có_thể cùng viết về một đề_tài	một đề_tài có_thể_được làm bởi nhiều nhà_văn mặc_dù họ có_tư_tưởng và lập_trường đối_nghịch nhau	3
Văn Học	ðề tài có_tính khách_quan vì bản_thân nó chưa thể_hiện tính tư_tưởng	tính_tư_tưởng của đề_tài không nằm tính khách_quan của nó	3
Văn Học	có_lẽ nguyễn_ðình_thi là cây_bút sinh_ra để làm_thơ soạn nhạc hơn là viết văn_xuôi	nhiều người có_tài_năng bẩm_sinh là để làm_thơ và soạn nhạc	2
Văn Học	tắt_đèn của ngô_tất_tố tập_trung phản_ánh số_phận bi_thảm của người_nông_dân do chế_độ sưu thuế	thời phong_kiến có_nhiều chế_độ bóc_lột sức những người_nông_dân vô_tội và nghèo	2
Văn Học	nếu tác_giả không_có lối_đi riêng thì người đó không bao_giờ là nhà_văn cả	một người muốn thành_công thì_phải tìm_được lối_đi cho chính mình	1
Văn Học	tác_phẩm chân_chính không kết_thúc trang cuối_cùng không bao_giờ hết khả_năng kể_chuyện khi câu_chuyện về các nhân_vật đã kết_thúc	những tác_phẩm được sáng_tác bằng tâm_hồn và tài_năng của tác_giả thì sẽ được lưu dấu đến mãi_mãi	1
Văn Học	trong cuộc_sống văn_học luôn giúp ta cảm_thấy yêu_đời và hiểu rõ thế_giới nội_tâm	không ai là giỏi nếu không_có sự nỗ_lực và kiên_trì	0
Văn Học	nền văn_học việt_nam phát_triển và đề_cập_đến vấn_đề xã_hội theo từng thời_đại	văn_học là tâm_hồn và là cảm_hứng của các nhà_văn	0
Du Lịch	đi đâu không_quan_trọng quan_trọng là được đi cùng nhau	du_lịch cùng nhau để có những khoảnh_khắc đáng nhớ cùng nhau	4
Du Lịch	ai cũng phải đi du_lịch để học_hỏi	cách_sống hướng_ngoại mà một chuyến du_lịch có_thể dạy bạn	4
Du Lịch	không gì giúp phát_triển trí_thông_minh như là đi du_lịch	ai cũng phải đi du_lịch để học_hỏi	3
Du Lịch	kỳ_tích sẽ xuất_hiện từ sự chinh_phục khó_khăn	khó_khăn không trường_tồn chỉ có con_người cứng_rắn trường_tồn	3
Du Lịch	du_lịch đem_lại nhận_thức bảo_vệ môi_trường và động_vật	việc đi_du_lịch giúp bạn thấu_hiểu bản_thân	2
Du Lịch	du_lịch làm ta cảm_thấy yêu_thương những sinh_mệnh xung_quanh	đi đó_đây là ta mở_mang đầu_óc	2
Du Lịch	du_lịch là một_cách xả stress tốt nhất	ai được đi nhiều nơi suy_nghĩ của họ sẽ rất khác	1
Du Lịch	để có_tâm_trạng thoải_mái chúng_ta nên đi nhiều nơi	đi_xa giúp ta thay_đổi cách nhìn về thế_giới	1
Du Lịch	đi nhiều nơi giúp ta mở_mang thêm kiến_thức	dubai là một đất_nước nên tới để du_lịch	0
Du Lịch	việt_nam có_nhiều địa_điểm du_lịch thú_vị	việt_nam có_nhiều danh_lam thắng_cảnh đẹp	2
Thể Thao	mancity được đánh_giá mạnh_hơn trước mu trong trận đại_chiến	mancity được nhận_định là kèo trên trong trận đại_chiến với mu	4
Tin Tức	bước_tiến đầu_tiên của nga tỉnh kharkiv sau đợt phản_công của quân_đội ukraina	nga đạt_được thành_công đầu_tiên tỉnh kharkiv	4
Tin Tức	ấn_độ sét_đánh 21 người thiệt_mạng trong ngày	thảm_họa thiên_nhiên cụ_thể là lôi sét khiến nhiều người thiệt_mạng tại ấn_độ	3
Tin Tức	dự_báo thị_trường xuất_khẩu dệt may tháng cuối năm và năm 2023 khá trầm_lắng	thị_trường xuất_khẩu dệt may khá trầm vào cuối năm	3
Tin Tức	giá xăng_dầu giảm_mạnh trong_sáng ngày 21	giá vàng ngày 20 giá vàng thế_giới và trong nước giảm nhẹ	2
Tin Tức	giá lúa gạo ngày 20 dầu_thô trong_nước tăng 100đ 1l	giá lúa gạo ngày 20 giá gạo trong nước giảm nhẹ	2
Khoa Học	học giỏi toán giúp_ích rất lớn cho lập_trình	đoàn_thể_thao olympic toán việt_nam đạt giải	1
Tin Tức	miền_bắc đón không_khí lạnh đầu_tiên	thời_tiết miền_bắc thay_đổi để chuẩn_bị chuyển đông	1
Tin Tức	đã có 24 người mất_mạng tại vụ cháy karaoke bình_dương	đội các siêu_sao dormund đã có_mặt tại việt_nam	0
Tin Tức	di_dân các tỉnh miền_trung để tránh siêu bão noru	đội_tuyển việt_nam thắng đậm singapore trong trận giao_hữu	0
Tin Tức	tai_nạn giao_thông đang diễn_ra hằng_ngày gây_thiệt_hại rất lớn đến tính_mạng con_người	giao_thông an_toàn bảo_đảm tính_mạng con_người	4
Tin Tức	người_tham_gia giao_thông_sử_dụng rượu_bia khi tham_gia giao_thông chạy_xe quá tốc_độ cho_phép là những nguyên_nhân dẫn đến tai_nạn giao_thông	những nguyên_nhân dẫn_đến tai_nạn giao_thông trong đó có sử_dụng rượi bia và chạy xe quá tốc_độ	4
Tin Tức	để tránh chấn_thương_sọ_não hãy đội mũ bảo_hiểm	hãy đội_mũ bảo_hiểm trước khi mọi chuyện trở_nên quá muộn	3
Tin Tức	tai_nạn giao_thông là_nguyên_nhân gây tử_vong hàng_đầu	gần 20.000 người_chết vì tai_nạn giao_thông mỗi năm hãy tham_gia giao_thông an_toàn	3
Tin Tức	hãy chấp_hành nghiêm luật giao_thông đường_bộ	phía_trước tay_lái là sự_sống hãy lái_xe bằng cả trái_tim	2
Tin Tức	đội_mũ bảo_hiểm đạt chuẩn khi đi mô_tô xe gắn_máy xe_đạp điện	thắt dây an_toàn khi ngồi trên xe ô_tô	2
Tin Tức	lái_xe an_toàn vì nụ_cười trẻ_thơ và thế_giới ngày_mai	vấn_đề an_toàn giao_thông luôn là nỗi lo hàng_đầu của cả nước	1
TIn Tức	tuyên_truyền về an_toàn giao_thông là một trong những biện_pháp giáo_dục giúp thấm_nhuần ý_thức cho con_người	quan_sát tuân_thủ đúng quy_định an_toàn khi vượt qua đường_sắt	1
Tin Tức	an_toàn giao_thông là hạnh_phúc của mọi nhà	đừng ngại thất_bại đó là con đường_dẫn đến thành_công	0
Tin Tức	vì ngày_mai hạnh_phúc hãy chấp_hành tốt luật giao_thông ngay hôm_nay	mọi công_việc thành_đạt đều nhờ sự kiên_trì và lòng say_mê	0
Tin Tức	ford quay_lại sân_chơi đua xe f1 chuyên_nghiệp bằng động_cơ mới	với động_cơ mới ford đã trở_lại sân_chơi đua xe f1	4
Thể Thao	rashford không_việt_vị trong pha đánh_đầu mở tỉ_số	pha đánh_đầu mở tỉ_số cho mu_rashford đã phá bẫy việt_vị thành_công	3
Thể Thao	thắng_lợi sao giúp mu_phục hận kình_địch leeds	mu đánh_bại leeds với cách_biệt bàn	3
Thể Thao	những bàn_thắng cuối trận giúp đội nhà có_được chiến_thắng trước đối_thủ	đội nhà dành thắng_lợi nhờ_vào những bàn_thắng cuối trận_đấu để giữ_vững ngôi đầu_bảng một_cách thuyết_phục	2
Tin Tức	fpt shop ưu_đãi đến 50 laptop cho sinh_viên cùng nhiều phần quà hấp_dẫn	sinh_viên có_thể_được giảm lên_tới 50 khi mua laptop tại fpt shop	3
Thể Thao	weghorst mừng_hụt bàn_thắng cuối trận khi anh rơi vào thế việt_vị	bàn_thắng không_được_công_nhận vì weghorst đã rơi vào thế việt_vị	2
Thể Thao	rashford đã không đuổi_theo trái_bóng vì biết mình vị_trí việt_vị sau đường chuyền của đội_trưởng fernandes	biết mình việt_vị rashford đã không_tham_gia vào pha bóng đó	3
Thể Thao	cú sút_tuyệt đẹp nhưng rất tiếc nó đã không thành bàn thắng	thủ_môn đã xuất_sắc cản_phá một siêu phẩm	1
Tin Tức	rộ tin_đồn apple tìm_ra cách lách luật dù bị buộc sử_dụng cổng usb c.	bị buộc sử_dụng cổng usb apple đã tìm_ra cách lách luật	3
Tin Tức	đường_đua ai càng lúc càng nóng khi các tập_đoàn trung_quốc đồng_loạt thông_báo sẽ tạo_ra chatbot giống với chatgpt	chatgpt là chat generative_pre training transformer một chatbot do công_ty khởi_nghiệp openai phát_triển	1
Tin Tức	sức_hút của chatgpt vẫn ngày_một tăng_lên nhiều người truyền tai nhau về mức_độ thông_minh của con ai này đã khiến_cho tính tò_mò muốn được trải nghiệm	chatgpt vẫn chưa_sử_dụng được tại việt_nam	0
Tin Tức	sắp_tới bạn có_thể nhờ chatgpt soạn_thảo văn_bản ngay trong microsoft office	sắp_tới microsoft_office sẽ được tích_hợp ai.	2
Tin Tức	đặt_trước ngay iphone 14 pro_max để được ưu_đãi	mua ngay iphone 14 pro_max với 32 triệu đồng	0
Khoa Học	trái_đất có 70 là nước trong đó nước có_thể uống_được chiếm một phần nhỏ	ô_nhiễm nguồn nước là một vấn_đề đáng báo_động	0
Tin Tức	covid 19 xảy_ra như một cuộc chiến_tranh thế_giới thứ	rất nhiều người thiệt_mạng vì covid 19	1
Tin Tức	đêm nay cơn bão sẽ đổ_bộ về miền trung nước ta	miền_trung sẽ phải đón một cơn bão trong đêm nay	4
Thể Thao	messi trong một ngày được nâng_cao chiếc cup vô_địch thế_giới	messi được nâng_cao danh_hiệu vô dịch world_cup	3
Thể Thao	đội_tuyển đức một lần nữa lại phải về nước khi không_thể vượt qua vòng bảng	năm thứ liên_tiếp đội_tuyển đức không_thể vượt_qua vòng bảng world_cup	3
Thể Thao	gã hàng_xóm ồn_ào đã bị mu_dạy cho một bài_học với chiến_thắng	mu chiến_thắng trước mc với tỉ_số	2
Thể Thao	bình_luận_viên đã hô lên rất lớn khi việt_nam ghi_bàn thắng mở tỉ_số	bình_luận_viên rất xúc_động khi việt_nam ghi_bàn	2
Tin Tức	cuộc đào_thoát của phi_công liên_xô lái chiếc máy_bay tối_mật nhưng hạ_cánh nhầm xuống sân_bay nato.	một sai_lầm chết_người của phi_công liên_xô	1
Tin Tức	nội_bộ dậy sóng vì neymar	tiền_đạo neymar tranh_cãi gay_gắt với giám_đốc thể_thao sau trận thua xấu_hổ	1
Thể Thao	var không kẻ vạch việt_vị trong trận hoà của arsenal	arsenal bị oan khi var mắc sai_lầm	2
Thể Thao	liverpool là câu_lạc_bộ được_hưởng lợi nhiều_nhất từ công_nghệ var.	công_nghệ var giúp bóng_đá trở lên công_bằng hơn	0
Thể Thao	manchester_united là đội duy_nhất châu_âu vẫn_còn thi_đấu mọi đấu_trường mà đội bóng này tham_gia	manchester_united là đội duy_nhất vẫn thi_đấu mọi đấu_trường	2
Thể Thao	cổ_động_viên manchester_united lo_lắng cho tình_hình chấn_thương của antony	một chấn_thương nặng của antony làm các cổ_động_viên lo_lắng	3
Thể Thao	ronaldo đã chuyển_sang châu_á thi_đấu liệu có phải bước lùi của siêu_sao người bồ	ronaldo chuyển_sang thi_đấu cho một đội châu nhận mức lương cực khủng	1
Tin Tức	huấn_luyện_viên trưởng thừa_nhận đây chắc_chắn là một mùa_giải khó_khăn của đội bóng	tình_hình covid 19 dần có chuyển_biến tích_cực hơn bao_giờ hết	0
Thể Thao	vị_trí trên bảng_xếp_hạng sẽ thay_đổi_liên_tục trong lượt trận sắp_tới của arsenal và man city	manutd có_thể mơ đến chiếc cup vô_địch nha mùa này nếu lượt trận arsenal và mancity mang kết_quả thuận_lợi cho họ	1
Tin Tức	hàng chục con chó bị bắt_trộm trong vài ngày vừa_qua	mấy ngày vừa_qua những con chó bị trộm với số_lượng lớn	3
Tin Tức	góc khuất sau cuộc_sống hào_nhoáng của người_mẫu lấy chồng giàu	nguyễn_thúc thuỳ tiên lọt top hoa_hậu việt_nam	0
Tin Tức	nam_thanh_niên đột_quỵ ngay trên bàn nhậu	đột_quỵ ngay tại bàn nhậu vì uống rượu giả	1
Tin Tức	đàm_vĩnh_hưng nghịch chim tại bể_bơi	bức_ảnh chụp được ca_sĩ họ đàm đang chơi với chú chim bồ_câu bể_bơi	2
Tin Tức	lái_xe khi bị tước giấy_phép tài_xế tông chết người	tài_xế tông chết_người trong khi đã bị tước giấy_phép từ trước	3
Tin Tức	chủ_nhà lĩnh án tù vì đánh chết người trộm chó	trộm chó bị chủ_nhà đánh chết ngay tại_chỗ	2
Tin Tức	cựu_chủ_tịch quận hầu_toà vì nhận hối_lộ 500 triệu đồng	nhận hối_lộ 500 triệu đồng cựu_chủ_tịch quận hầu toà	4
Du Lịch	thác_bản giốc vào top đường_biên_giới tự_nhiên đẹp nhất	tờ_báo hàng_đầu hong_kong scmp liệt_kê những đường_biên_giới tự_nhiên được đánh_giá đẹp nhất thế_giới trong đó có thác bản giốc	3
Du Lịch	nhóm du_khách đánh_nhau tại chùa hương	do mâu_thuẫn cá_nhân nhóm du_khách đánh_nhau ngay tại chùa	2
Tin Tức	vụ_nổ_súng khiến hơn 4000 người mất_mạng	vụ_nổ_súng vào đường_dây mạng khiến hơn 4000 khách_hàng mất kết_nối internet	1
Tin Tức	harry_styles thắng lớn tại brit_awards	harry_styles lên nhận giải brit_awards	2
Sức Khoẻ	nhồi máu cơ tim cấp gây biến_chứng thủng vách tim một tổn_thương hiếm_gặp không xử_trí sớm sẽ nguy_hiểm_tới tính_mạng người_bệnh	biến_chứng nguy_hiểm của nhồi máu cơ tim	2
Sức Khoẻ	các thực_phẩm có nguồn_gốc thực_vật giàu chất_dinh_dưỡng như kali chất_xơ magie giúp giảm huyết_áp giảm hình_thành cục máu đông	chế_độ ăn giàu thực_vật giúp giảm nguy_cơ đột_quỵ	3
Sức Khoẻ	ung_thư thận âm_thầm không biến_chứng	siêu_âm phát_hiện khối u_to xác_định ung_thư thận	2
Sức Khoẻ	người_đàn_ông 68 tuổi bị con vật đâm vào mặt trọng_thương	trâu điên húc vào mặt người đàn_ông trọng_thương	3
Sức Khoẻ	nhiều người nói rửa mặt_bằng nước muối giúp làm_sạch sáng da nhưng tôi dùng_lại bị sạm khô	rửa mặt_bằng nước muối không_đúng cách bị sạm da	2
Tin Tức	tôi năm nay hơn 70 tuổi nhưng chưa gặp trường_hợp nào nó như thế này cả	giá một con chó_cảnh có_thể lên_tới chục triệu đồng	0
Sức Khoẻ	chạy_bộ giúp sức_khoẻ dẻo_dai hơn giảm stress hơn	chạy_bộ giúp giấc_ngủ ngon hơn	1
Thể Thao	manchester_united là đội vô_địch ngoại hang_anh nhiều lần nhất	với 20 lần vô_địch manchester_united là đội có_nhiều lần nâng chiếc cup ngoài hạng anh nhất	3
Thể Thao	real đã có 14 lần nâng_cao chiếc cup c1 danh_giá	14 lần được nâng_cao chiếc cup c1	2
Thể Thao	real lập kỉ_lục chưa_từng_có khi lần liên_tiếp vô_địch c1	kỉ_lục chưa_từng_có real lần liên_tiếp vô_địch c1	4
Sức Khoẻ	trầm_cảm không_đau_đớn về thể_chất nhưng sự_tuyệt_vọng và nỗi_sợ không_tên nó bào_mòn cơ_thể từng giây từng phút	trầm_cảm là căn_bệnh đáng_sợ nhất với chứng mất_ngủ quái_ác	2
Kinh Doanh	giá vàng thế_giới có_thể tiếp đà giảm	người_người đổ_xô nhau đi mua vàng đầu năm	1
Kinh Doanh	các cây_xăng chặt kín người vì giá xăng tăng vào ngày_mai	ngày_mai giá xăng tăng nên hôm_nay các cây_xăng chặt kín người	4
Kinh Doanh	môi_giới bất_động_sản trung_quốc tuyệt_vọng vì khách không mua nhà	các công_ty địa_ốc tung nhiều ưu_đãi để hút khách_hàng nhưng người_trung_quốc vẫn ngần_ngại vì sợ giá giảm thêm	2
Kinh Doanh	facebook có_thể bị giết chết bởi tiktok	tiktok là môi đe_doạ sự sống của facebook	3
Tin Tức	chủ_tịch giả_làm lao_công để thử lòng nhân_viên	một sai_lầm chết người của nhân_viên	0
Thể Thao	man city rút_ngắn khoảng_cách với arsenal	khoảng_cách trên bảng_xếp_hạng giữa arsenal và man city đã được rút ngắn	3
Thể Thao	bàn_thắng của rashford giúp manchester united_nội ngược_dòng ngoạn_mục phút bù giờ cuối_cùng	manchester united_nội ngược_dòng thành_công với công lớn của rashford phút bù giờ cuối_cùng	3
Thể Thao	felix ghi_bàn thắng đầu_tiên cho chelsea	enzo kiến_tạo giúp felix có bàn_thắng đầu_tiên cho chelsea	3
Thể Thao	màn trình_diễn sao của enzo nhưng chelsea vẫn bị đối_thủ cầm hoà ngay tại sân_nhà	chelsea phải chia điểm cho đối_thủ ngay tại sân_nhà	2
Thể Thao	liverpool có một mùa_giải đang quên nhất trong năm dẫn_dắt của klopp	mùa_giải thứ của klopp tại liverpool thực_sự đáng quên	3
Thể Thao	arsenal đang_có một mùa_giải thăng_hoa khi họ chỉ để thua mỗi manchester_united	manchester_united là đội bóng duy_nhất đánh_bại được arsenal mùa giải này	3
Thể Thao	bàn phản_lưới nhà đáng_tiếc sau pha xử_lý vụng_về của maguire	maguire phản_lưới nhà sau pha chuyển về có phần vụng_về	3
Tin Tức	dịch_covid 19 được cho_là có nguồn_gốc tại trung_quốc	trung_quốc được cho_là nguồn_gốc của covid 19	4
Tin Tức	apple đang_có động_thái cho_ra_mắt sản phầm iphone thế_hệ mới	iphone thế_hệ mới sắp được apple công_bố	3
Tin Tức	diễn_viên đóng_vai người phán_xử đã_qua_đời sau thời_gian_dài chiến_đấu với bệnh_tật	sau thời_gian_dài chiến_đấu_với bệnh_tật diễn_viên đóng_vai người phán_xử đã qua_đời	4
Kinh Doanh	gần_đây bán_hàng online đang là xu_hướng	tình_hình covid 19 làm_cho người_dân có_thói_quen mua hàng online	1
Tin Tức	chatgpt đang đe_doạ đến trình tìm kiến của google	trình tìm_kiếm của google bị đe_doạ bởi chatgpt	4
Thể Thao	haaland có nguy_cơ bỏ lỡ trận_đấu với arsenal	chấn_thương của haaland có_thể khiến anh ấy bỏ lỡ trận đại_chiến với đối_thủ trực_tiếp cho ngôi vô_địch là arsenal	3
Thể Thao	juventus có trận thắng thứ liên_tiếp	juventus đang_có một mùa_giải đáng_buồn khi để mất điểm liên_tục	0
Thể Thao	psg bất_ngờ thua trước monaco	monaco trong ngày đánh_bại psg một_cách thuyết_phục	2
Tin Tức	các tình_nguyện_viên phải nằm ngủ gầm cầu_thang	các tình_nguyện_viên không_có chỗ để ngủ	1
Thể Thao	tottenham phả hơi_nóng vào top khi chiến_thắng man city	tottenham có_thể có_mặt trong top mùa này khi chiến_thắng trước man city	3
Thể Thao	man_utd dành thắng_lợi với cách_biệt tối_thiểu trước tottenham	man utd chiến_thắng tottenham với cách_biệt tối_thiểu	4
Thể Thao	cầu_thủ bất_ngờ nhận thẻ_vàng liên_tiếp vì phản_ứng với trọng_tài	cầu_thủ bị đuổi_khỏi sân vì phản_ứng với trọng_tài	4
Du Lịch	buổi_sáng thuỷ_triều_xuống bãi rêu sẽ lộ_ra nhiều_hơn cảnh đẹp nên ảnh sẽ đẹp nhất	thuỷ chiều xuống vào buổi_sáng ảnh chụp sẽ đẹp nhất	4
Du Lịch	bãi rêu trơn_trượt việc di_chuyển khó_khăn	di_chuyển khó_khăn hơn vì bãi rêu trơn trượt	4
Du Lịch	vietjet tung loạt ưu_đãi với các chuyến_bay nội_địa việt_nam và quốc_tế chỉ từ 1402 đồng	vietjet tung loạt vé chỉ 1402 đồng trong ngày lễ tình_nhân	3
Du Lịch	tà_xùa huyện_bắc_yên được gọi_là thiên_đường mây với nhiều địa_điểm săn mây nổi_tiếng như sống_lưng khủng_long đỉnh gió mỏm đá lạc_đà	tà_xùa được gọi_là thiên_đường mây với nhiều địa_điểm săn mây nổi_tiếng như sống_lưng khủng_long đỉnh gió mỏm đá lạc_đà	4
Du Lịch	hoa_mận mộc_châu đang mùa đẹp nhất năm thung_lũng nà_ka và mu_náu là hai nơi được nhiều du_khách lựa_chọn	hai địa_điểm ngắm hoa mận đẹp nhất mộc_châu là nà_ka và mu_náu	3
Du Lịch	paris tụt_xuống hạng_ba trong danh_sách những thành_phố lãng_mạn nhất 2023 theo dữ_liệu trên tripadvisor	paris tụt_xuống hạng_ba trong danh_sách những thành_phố lãng_mạn nhất 2023	4
Du Lịch	hình_thức trải_nghiệm cắm_trại trong rừng sâu giúp người_tham_gia rèn_luyện các kỹ_năng sinh_tồn	cắm_trại với những tiện_nghi giúp người_chơi thư_giãn tận_hưởng là hoạt_động cắm_trại tận_dụng môi_trường tự_nhiên để sinh_tồn	2
Du Lịch	việt_nam là nơi du_khách không chỉ có các chuyến tham_quan thông_thường mà còn tìm_thấy nhiều thời_gian nghỉ_ngơi chăm_sóc sức_khỏe	việt_nam là điểm đến cho người thích sống chậm	1
Sức Khoẻ	bằng liệu_pháp miễn_dịch các khối_u vú trong cơ_thể bệnh_nhân 56 tuổi đã tiêu biến bệnh không tái_phát sau 10 năm	khỏi ung_thư giai_đoạn_cuối nhờ liệu_pháp miễn_dịch	2
Thể Thao	man utd gặp nhiều khó_khăn trước lối_chơi gây_áp_lực cường_độ cao của leeds	lối_chơi khó_chịu của leeds khiến_cho man utd gặp nhiều khó_khăn	4
Thể Thao	man utd không_dứt_điểm lần nào trong hiệp hai cho đến khi ten hag thay người phút 61	ten_hag đã phải thay người phút 61 vì man utd không_có pha dứt_điểm nào hiệp hai	4
Thể Thao	valverde cũng có lần đầu_tiên nổ_súng hai trận liên_tiếp	real vô_địch fifa club world_cup 2022	0
Thể Thao	tiền_vệ modric thi_đấu như_thể đang độ tuổi 20	luka modric thi_đấu như hồi_xuân	3
Thể Thao	ronaldo lo_sợ messi sẽ phá kỉ_lục ghi_bàn c1 khi ronaldo chuyển sang giải châu	messi có cơ_hội phá kỉ_lục ghi bản của ronaldo c1 khi ronaldo sang châu_á thi_đấu	3
Thể Thao	psg thua đậm khi thiếu mbappe và messi	thiếu_mbappe và messi khiến_cho psg với tỉ_số	3
Đời Sống	đã có một thời những mối_quan_hệ lao_động được xác_lập bởi giá_trị cơ_bắp	đã có một thời người_ta bình_đẳng trong cơ_chế trung_bình chủ_nghĩa	1
Kinh Doanh	thành đã chọn cách thứ_hai khi anh đến gõ_cửa phòng tổng_giám_đốc và đề_nghị hãy cho tôi thêm sáu tháng nữa để làm lại mọi việc	thành đến gõ_cửa phòng giám_đốc và nói hãy cho tôi thêm sáu tháng nữa để làm lại mọi việc	3
Giáo Dục	phần_thưởng dành_cho công_trạng này là một suất du_học cao_học quản_trị kinh_doanh tại úc	một suất du_học cao_học tại úc là phần_thưởng dành cho công_trạng này	3
Kinh Doanh	thất_bại cũng như khả_năng chuyển bại thành thắng của thành không_lọt_qua_được mắt của những tập_đoàn công_ty đa quốc_gia	thất_bại của thành là không_lọt_qua_được mắt của những tập_đoàn công_ty đa quốc_gia	2
Giáo Dục	thành là một trong năm sinh_viên tình_nguyện tham_gia dự_án điều_nghiên này	thành là một trong năm sinh_viên tình_nguyện tham_gia dự_án này	4
Kinh Doanh	và lần đầu_tiên trong đời thành đã kiếm_được tiền 50000 đồng cho một tuần đi_khắp hang cùng ngõ_hẻm	thành đã kiếm_được một khoản_tiền nhỏ trong lần làm_ăn đầu_tiên trong đời	3
Giáo Dục	nó khác hoàn_toàn với những bộ_môn đã học trong nhà_trường	chưa từng học bộ_môn nào như thế này trường cả	3
